Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Breakfast,5.0,20.0,96.6,2.0,0.008,19.1,0.6,1.5,"['vanilla', 'pumpkin', 'cake', 'applesauce']",vanilla pumpkin cake applesauce,vanilla pumpkin cake applesauce
Breakfast,10.0,20.0,69.2,0.4,0.0,15.8,2.6,3.0,"['fat', 'zucchini', 'splenda', 'soda', 'cinnamon', 'nutmeg', 'milk', 'blueberries', 'flour']",fat zucchini splenda soda cinnamon nutmeg milk blueberries flour,fat zucchini splenda soda cinnamon nutmeg milk blueberry flour
Breakfast,15.0,60.0,134.8,1.8,0.018000000000000002,28.4,1.5,2.2,"['sugar', 'cranberries', 'margarine', 'soda', 'cinnamon', 'apples', 'flour']",sugar cranberries margarine soda cinnamon apples flour,sugar cranberry margarine soda cinnamon apple flour
Breakfast,15.0,20.0,119.0,0.7,0.0,29.3,4.0,2.8,"['applesauce', 'sugar', 'cranberries', 'salt', 'extra', 'soda', 'juice', 'cinnamon', 'blueberries', 'flour']",applesauce sugar cranberries salt extra soda juice cinnamon blueberries flour,applesauce sugar cranberry salt extra soda juice cinnamon blueberry flour
Breakfast,10.0,10.0,292.5,14.6,0.196,22.9,0.0,15.4,"['cheese', 'fat', 'black', 'eggs', 'ham', 'biscuits']",cheese fat black eggs ham biscuits,cheese fat black egg ham biscuit
Breakfast,5.0,10.0,337.7,7.4,0.213,45.2,2.9,12.9,"['bread', 'extra', 'eggs', 'liqueur', 'milk', 'extract']",bread extra eggs liqueur milk extract,bread extra egg liqueur milk extract
Breakfast,0.0,0.0,155.4,3.5,0.001,23.3,6.2,10.0,"['bread', 'cheese', 'sugar', 'vanilla', 'cinnamon', 'nutmeg', 'liquid', 'milk', 'walnuts']",bread cheese sugar vanilla cinnamon nutmeg liquid milk walnuts,bread cheese sugar vanilla cinnamon nutmeg liquid milk walnut
Breakfast,5.0,1.0,177.5,11.9,0.213,10.8,7.3,11.4,"['seeds', 'cinnamon', 'sugar']",seeds cinnamon sugar,seed cinnamon sugar
Breakfast,5.0,0.0,380.7,3.7,0.0,88.0,8.1,5.5,"['vanilla', 'juice', 'red', 'blueberries']",vanilla juice red blueberries,vanilla juice red blueberry
Breakfast,5.0,15.0,325.6,6.6,0.0,53.3,10.8,17.5,"['oil', 'beans', 'bulgur', 'peas', 'carrots', 'daal', 'rice', 'oats', 'peanuts']",oil beans bulgur peas carrots daal rice oats peanuts,oil bean bulgur pea carrot daal rice oat peanut
Breakfast,10.0,0.0,80.3,0.2,0.0,18.8,0.5,1.3,"['parsley', 'steak', 'ice']",parsley steak ice,parsley steak ice
Breakfast,10.0,20.0,98.3,5.1,0.078,2.9,0.6,10.0,"['cheese', 'salt', 'eggs', 'ham', 'asparagus', 'milk']",cheese salt eggs ham asparagus milk,cheese salt egg ham asparagus milk
Breakfast,5.0,10.0,176.7,8.4,0.0,23.1,2.4,4.8,"['mushrooms', 'zucchini', 'salt', 'garlic']",mushrooms zucchini salt garlic,mushroom zucchini salt garlic
Breakfast,5.0,2.0,152.6,7.7,0.222,4.7,1.0,16.1,"['cheese', 'salt', 'salsa', 'fat']",cheese salt salsa fat,cheese salt salsa fat
Breakfast,5.0,28.0,213.8,9.9,0.0,28.6,0.8,2.8,"['oil', 'sugar', 'salt', 'seeds', 'juice', 'milk', 'lemon', 'flour', 'extract']",oil sugar salt seeds juice milk lemon flour extract,oil sugar salt seed juice milk lemon flour extract
Breakfast,10.0,17.0,131.9,1.4,0.032,29.3,2.1,3.9,"['sugar', 'salt', 'juice', 'nutmeg', 'milk', 'blueberries', 'flour']",sugar salt juice nutmeg milk blueberries flour,sugar salt juice nutmeg milk blueberry flour
Breakfast,20.0,40.0,263.6,11.7,0.024,32.8,3.4,6.8,"['oil', 'sugar', 'peaches', 'oatmeal', 'salt', 'milk', 'walnuts', 'blueberries', 'extract']",oil sugar peaches oatmeal salt milk walnuts blueberries extract,oil sugar peach oatmeal salt milk walnut blueberry extract
Breakfast,10.0,30.0,214.8,13.7,0.33399999999999996,6.6,2.0,19.3,"['spinach', 'milk', 'eggs', 'salt']",spinach milk eggs salt,spinach milk egg salt
Breakfast,5.0,20.0,255.4,5.4,0.0,46.8,1.1,3.2,"['butter', 'cinnamon', 'rice', 'sugar']",butter cinnamon rice sugar,butter cinnamon rice sugar
Lunch,5.0,0.0,282.9,4.8,0.044000000000000004,37.0,7.2,24.2,"['barley', 'sirloin', 'carrots', 'corn', 'tomatoes', 'broth']",barley sirloin carrots corn tomatoes broth,barley sirloin carrot corn tomato broth
Lunch,15.0,25.0,193.9,4.7,0.0,29.8,7.3,9.4,"['beans', 'black', 'salt', 'seeds', 'onions', 'oats', 'olives']",beans black salt seeds onions oats olives,bean black salt seed onion oat olive
Lunch,30.0,15.0,322.3,24.4,0.076,7.8,1.0,17.2,"['parsley', 'lamb', 'coriander', 'black', 'salt', 'mint', 'beef', 'flour']",parsley lamb coriander black salt mint beef flour,parsley lamb coriander black salt mint beef flour
Lunch,15.0,20.0,262.9,10.0,0.0,22.6,2.6,20.3,"['cilantro', 'zucchini', 'black', 'salt', 'beef', 'any', 'quinoa']",cilantro zucchini black salt beef any quinoa,cilantro zucchini black salt beef any quinoa
Lunch,5.0,7.0,216.4,4.9,0.033,26.6,4.3,18.0,"['turkey', 'buns', 'cheese', 'fat']",turkey buns cheese fat,turkey bun cheese fat
Lunch,15.0,10.0,180.4,5.6,0.10800000000000001,24.6,0.7,7.4,"['oil', 'salt', 'eggs', 'milk', 'water', 'flour']",oil salt eggs milk water flour,oil salt egg milk water flour
Lunch,15.0,25.0,354.7,10.1,0.034,45.5,6.2,21.5,"['cheese', 'bread', 'salsa', 'sauce', 'onions', 'breast']",cheese bread salsa sauce onions breast,cheese bread salsa sauce onion breast
Lunch,10.0,0.0,180.8,2.8,0.0,32.8,6.4,7.2,"['honey', 'peas', 'mustard', 'juice', 'lettuce', 'tomatoes', 'cucumber']",honey peas mustard juice lettuce tomatoes cucumber,honey pea mustard juice lettuce tomato cucumber
Lunch,10.0,10.0,130.7,9.4,0.22699999999999998,2.1,0.2,8.4,"['pickles', 'cheese', 'salt', 'black', 'eggs', 'mustard']",pickles cheese salt black eggs mustard,pickle cheese salt black egg mustard
Lunch,5.0,60.0,415.2,9.4,0.08,42.4,1.8,37.2,"['seasoning', 'cheese', 'turkey', 'tortillas', 'chicken', 'sauce', 'chips', 'cream']",seasoning cheese turkey tortillas chicken sauce chips cream,seasoning cheese turkey tortilla chicken sauce chip cream
Lunch,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['seasoning', 'meat', 'salt', 'fat']",seasoning meat salt fat,seasoning meat salt fat
Lunch,15.0,30.0,281.7,2.3,0.0,68.1,9.0,4.7,"['masala', 'oil', 'coriander', 'salt', 'jackfruit', 'onions', 'chillies', 'mutton', 'tomatoes', 'ginger']",masala oil coriander salt jackfruit onions chillies mutton tomatoes ginger,masala oil coriander salt jackfruit onion chilli mutton tomato ginger
Lunch,15.0,0.0,304.1,8.1,0.187,37.9,14.7,27.2,"['spinach', 'fat', 'black', 'breast', 'apples', 'grapes']",spinach fat black breast apples grapes,spinach fat black breast apple grape
Lunch,5.0,10.0,239.4,8.1,0.0,34.2,10.7,10.3,"['spinach', 'oil', 'pepper', 'zucchini', 'salt', 'clove', 'tomatoes', 'basil']",spinach oil pepper zucchini salt clove tomatoes basil,spinach oil pepper zucchini salt clove tomato basil
Lunch,1.0,4.0,374.1,5.0,0.03,48.9,4.0,31.4,"['peas', 'water']",peas water,pea water
Lunch,30.0,90.0,196.1,5.0,0.0,35.3,5.8,6.5,"['pepper', 'beans', 'garlic', 'carrots', 'cumin', 'corn', 'chili', 'tomatoes', 'broth']",pepper beans garlic carrots cumin corn chili tomatoes broth,pepper bean garlic carrot cumin corn chili tomato broth
Lunch,5.0,0.0,238.3,6.1,0.019,30.5,3.4,15.5,"['cheese', 'bread', 'extra', 'salsa', 'ham']",cheese bread extra salsa ham,cheese bread extra salsa ham
Lunch,0.0,5.0,477.5,14.9,0.057,55.3,5.9,32.2,"['wheat', 'cheese', 'meat', 'lettuce']",wheat cheese meat lettuce,wheat cheese meat lettuce
Lunch,10.0,10.0,403.1,18.2,0.128,8.1,1.5,48.9,"['salmon', 'peas', 'margarine', 'milk', 'flour']",salmon peas margarine milk flour,salmon pea margarine milk flour
Lunch,0.0,0.0,91.7,2.5,0.01,10.4,0.5,6.2,"['margarine', 'bread', 'chicken']",margarine bread chicken,margarine bread chicken
Lunch,0.0,0.0,156.0,6.5,0.0,20.3,1.7,6.5,"['parsley', 'garlic', 'peas', 'salt', 'cummin', 'juice', 'red', 'lemon', 'tahini']",parsley garlic peas salt cummin juice red lemon tahini,parsley garlic pea salt cummin juice red lemon tahini
Lunch,10.0,2.0,280.0,0.0,0.0,0.0,0.0,0.0,"['bacon', 'lettuce']",bacon lettuce,bacon lettuce
Lunch,20.0,40.0,134.1,0.4,0.002,26.6,3.5,6.4,"['carrots', 'potatoes', 'fat']",carrots potatoes fat,carrot potato fat
Lunch,1.0,0.0,281.2,10.2,0.045,27.6,4.2,20.6,"['wheat', 'cheese', 'meat']",wheat cheese meat,wheat cheese meat
Lunch,10.0,0.0,377.0,8.5,0.01,61.9,7.2,15.2,"['ginger', 'meat', 'sauce', 'rice', 'cucumber', 'avocado']",ginger meat sauce rice cucumber avocado,ginger meat sauce rice cucumber avocado
Lunch,15.0,0.0,179.0,15.6,0.268,3.2,0.6,8.8,"['pepper', 'garlic', 'eggs', 'mustard', 'onions', 'celery', 'walnuts']",pepper garlic eggs mustard onions celery walnuts,pepper garlic egg mustard onion celery walnut
Lunch,10.0,120.0,163.8,3.4,0.034,16.7,5.0,16.4,"['pepper', 'garlic', 'peas', 'salt', 'ham']",pepper garlic peas salt ham,pepper garlic pea salt ham
Lunch,15.0,0.0,191.6,13.5,0.013000000000000001,17.2,10.6,9.2,"['spinach', 'cheese', 'pepper', 'garlic', 'juice', 'avocado']",spinach cheese pepper garlic juice avocado,spinach cheese pepper garlic juice avocado
Lunch,30.0,15.0,434.8,11.4,0.21,61.6,6.4,18.0,"['spinach', 'oil', 'sprouts', 'sugar', 'eggs', 'seeds', 'cucumber', 'noodles', 'ginger', 'vinegar']",spinach oil sprouts sugar eggs seeds cucumber noodles ginger vinegar,spinach oil sprout sugar egg seed cucumber noodle ginger vinegar
Lunch,10.0,20.0,237.1,17.4,0.01,15.9,1.3,5.7,"['pepper', 'garlic', 'salt', 'black', 'margarine', 'onions', 'celery', 'nutmeg', 'mushrooms', 'milk', 'flour', 'broth']",pepper garlic salt black margarine onions celery nutmeg mushrooms milk flour broth,pepper garlic salt black margarine onion celery nutmeg mushroom milk flour broth
Lunch,15.0,0.0,149.6,5.6,0.0,23.5,6.9,6.5,"['pepper', 'salt', 'juice', 'cucumber', 'avocado']",pepper salt juice cucumber avocado,pepper salt juice cucumber avocado
Lunch,20.0,0.0,67.3,1.8,0.02,3.4,0.1,8.9,"['garlic', 'dressing', 'water']",garlic dressing water,garlic dressing water
Lunch,15.0,0.0,283.3,5.9,0.037000000000000005,21.3,2.9,32.8,"['spinach', 'tuna', 'mustard', 'apples', 'water', 'raisins']",spinach tuna mustard apples water raisins,spinach tuna mustard apple water raisin
Lunch,10.0,0.0,16.7,1.6,0.002,0.4,0.0,0.0,"['honey', 'celery', 'chicken', 'any']",honey celery chicken any,honey celery chicken any
Lunch,15.0,0.0,13.4,0.2,0.0,2.8,1.1,0.7,"['cabbage', 'splenda', 'celery', 'water', 'vinegar']",cabbage splenda celery water vinegar,cabbage splenda celery water vinegar
Lunch,5.0,25.0,196.6,4.8,0.03,19.3,3.6,14.4,"['cheese', 'paprika', 'oil', 'carrots', 'extra', 'black', 'chicken', 'cayenne', 'celery', 'lettuce', 'tomatoes', 'milk', 'flour']",cheese paprika oil carrots extra black chicken cayenne celery lettuce tomatoes milk flour,cheese paprika oil carrot extra black chicken cayenne celery lettuce tomato milk flour
Lunch,1.0,15.0,133.1,0.7,0.0,29.5,4.4,3.9,"['paprika', 'salt', 'garlic']",paprika salt garlic,paprika salt garlic
Lunch,0.0,0.0,195.6,5.4,0.035,14.7,0.0,20.1,"['mustard', 'breast', 'salad', 'fat']",mustard breast salad fat,mustard breast salad fat
Lunch,0.0,0.0,417.5,17.7,0.044000000000000004,45.8,5.5,18.3,"['cheese', 'flour', 'beans']",cheese flour beans,cheese flour bean
Lunch,0.0,0.0,39.1,0.4,0.0,8.3,2.4,2.1,"['cheese', 'turkey', 'meat', 'salad', 'mustard', 'cream']",cheese turkey meat salad mustard cream,cheese turkey meat salad mustard cream
Lunch,15.0,0.0,165.3,3.9,0.06,9.2,1.7,26.8,"['pepper', 'tuna', 'seeds', 'wasabi', 'cucumber']",pepper tuna seeds wasabi cucumber,pepper tuna seed wasabi cucumber
Lunch,30.0,90.0,259.5,6.2,0.055999999999999994,27.8,2.4,22.9,"['cilantro', 'pumpkin', 'ears', 'pork']",cilantro pumpkin ears pork,cilantro pumpkin ear pork
Lunch,20.0,0.0,139.0,6.7,0.106,7.5,2.7,13.0,"['oil', 'cabbage', 'carrots', 'cider', 'cucumber', 'shrimp']",oil cabbage carrots cider cucumber shrimp,oil cabbage carrot cider cucumber shrimp
Lunch,0.0,0.0,94.3,6.6,0.214,1.8,0.2,6.4,"['dressing', 'paprika', 'salt', 'eggs', 'mustard']",dressing paprika salt eggs mustard,dressing paprika salt egg mustard
Lunch,10.0,30.0,151.9,0.4,0.0,29.7,7.0,8.9,"['parsley', 'seasoning', 'oil', 'zucchini', 'clove', 'water']",parsley seasoning oil zucchini clove water,parsley seasoning oil zucchini clove water
Lunch,15.0,240.0,165.5,4.2,0.044000000000000004,18.2,3.7,15.2,"['beans', 'garlic', 'pepper', 'cabbage', 'salt', 'v8', 'corn', 'sauce', 'tomatoes', 'basil', 'venison']",beans garlic pepper cabbage salt v8 corn sauce tomatoes basil venison,bean garlic pepper cabbage salt v8 corn sauce tomato basil venison
Lunch,15.0,20.0,69.4,2.8,0.022000000000000002,2.0,0.3,8.9,"['steak', 'seasoning', 'oil', 'cilantro', 'corn', 'sauce', 'beef', 'red', 'onions']",steak seasoning oil cilantro corn sauce beef red onions,steak seasoning oil cilantro corn sauce beef red onion
Lunch,0.0,0.0,780.0,18.0,0.0,144.0,24.0,24.0,"['garlic', 'fat', 'black', 'salt', 'broccoli', 'sauce', 'breast', 'wheat', 'ginger']",garlic fat black salt broccoli sauce breast wheat ginger,garlic fat black salt broccoli sauce breast wheat ginger
Lunch,15.0,0.0,206.2,12.5,0.0,20.3,9.1,5.2,"['dressing', 'oil', 'garlic', 'dijon', 'black', 'juice', 'red', 'tomatoes', 'avocado']",dressing oil garlic dijon black juice red tomatoes avocado,dressing oil garlic dijon black juice red tomato avocado
Lunch,10.0,40.0,290.1,10.8,0.0,45.4,5.0,7.8,"['couscous', 'oil', 'garlic', 'chicken', 'thyme', 'juice', 'red', 'tomatoes']",couscous oil garlic chicken thyme juice red tomatoes,couscous oil garlic chicken thyme juice red tomato
Lunch,10.0,15.0,289.0,9.9,0.025,32.1,21.2,16.0,"['cheese', 'oil', 'chicken', 'sauce', 'wheat']",cheese oil chicken sauce wheat,cheese oil chicken sauce wheat
Lunch,15.0,60.0,305.2,7.9,0.086,24.5,0.9,35.0,"['cheese', 'scallions', 'black', 'phyllo', 'nutmeg', 'bacon']",cheese scallions black phyllo nutmeg bacon,cheese scallion black phyllo nutmeg bacon
Lunch,20.0,30.0,380.7,33.3,0.196,3.9,0.9,17.0,"['spinach', 'cheese', 'butter', 'garlic', 'sage', 'eggs', 'thyme', 'onions', 'mustard', 'mushrooms', 'cream', 'basil', 'bacon', 'rosemary', 'oregano']",spinach cheese butter garlic sage eggs thyme onions mustard mushrooms cream basil bacon rosemary oregano,spinach cheese butter garlic sage egg thyme onion mustard mushroom cream basil bacon rosemary oregano
Lunch,10.0,420.0,349.5,7.2,0.075,34.6,6.1,35.0,"['seasoning', 'beans', 'shells', 'black', 'corn', 'sauce', 'breast', 'tomatoes', 'milk', 'beer']",seasoning beans shells black corn sauce breast tomatoes milk beer,seasoning bean shell black corn sauce breast tomato milk beer
Lunch,75.0,15.0,335.7,18.4,0.106,11.7,0.9,30.8,"['parsley', 'oil', 'cilantro', 'scallions', 'salt', 'cinnamon', 'ginger', 'marinade', 'zinfandel', 'juice', 'beef', 'pineapple', 'water', 'meat', 'thyme', 'rum', 'habanero', 'garlic', 'sugar', 'mint', 'allspice', 'red']",parsley oil cilantro scallions salt cinnamon ginger marinade zinfandel juice beef pineapple water meat thyme rum habanero garlic sugar mint allspice red,parsley oil cilantro scallion salt cinnamon ginger marinade zinfandel juice beef pineapple water meat thyme rum habanero garlic sugar mint allspice red
Lunch,30.0,30.0,96.1,0.7,0.021,13.0,1.0,9.4,"['beans', 'sugar', 'carrots', 'salt', 'chicken', 'breast', 'onions', 'celery', 'noodles', 'broth']",beans sugar carrots salt chicken breast onions celery noodles broth,bean sugar carrot salt chicken breast onion celery noodle broth
Lunch,15.0,5.0,445.0,34.1,0.038,29.8,7.0,8.2,"['bread', 'butter', 'dijon', 'carrots', 'salt', 'lettuce', 'water', 'cauliflower']",bread butter dijon carrots salt lettuce water cauliflower,bread butter dijon carrot salt lettuce water cauliflower
Lunch,5.0,0.0,373.6,19.8,0.14300000000000002,8.8,6.5,40.8,"['cilantro', 'salt', 'chicken', 'juice', 'lettuce', 'avocado']",cilantro salt chicken juice lettuce avocado,cilantro salt chicken juice lettuce avocado
Lunch,10.0,35.0,409.6,18.5,0.062,35.4,2.7,23.5,"['oats', 'chives', 'pork', 'sauce', 'celery', 'milk', 'water', 'flour']",oats chives pork sauce celery milk water flour,oat chive pork sauce celery milk water flour
Lunch,10.0,20.0,250.8,5.3,0.0,4.9,1.5,0.7,"['curry', 'tumeric', 'oil', 'sugar', 'coriander', 'peas', 'cumin', 'chicken', 'breast', 'milk']",curry tumeric oil sugar coriander peas cumin chicken breast milk,curry tumeric oil sugar coriander pea cumin chicken breast milk
Lunch,1.0,0.0,76.8,1.4,0.0,10.0,1.7,7.1,"['spinach', 'strawberries', 'crumbles', 'vinaigrette']",spinach strawberries crumbles vinaigrette,spinach strawberry crumbles vinaigrette
Lunch,10.0,15.0,192.7,0.8,0.038,30.0,0.0,15.3,"['sauce', 'fat']",sauce fat,sauce fat
Lunch,15.0,40.0,55.5,1.0,0.011000000000000001,6.3,2.1,5.9,"['pepper', 'carrots', 'cabbage', 'peas', 'salt', 'black', 'broccoli', 'breast', 'onions', 'celery', 'bouillon', 'water', 'cauliflower']",pepper carrots cabbage peas salt black broccoli breast onions celery bouillon water cauliflower,pepper carrot cabbage pea salt black broccoli breast onion celery bouillon water cauliflower
Lunch,10.0,15.0,123.7,5.9,0.003,14.4,4.4,5.1,"['cabbage', 'tuna', 'oil']",cabbage tuna oil,cabbage tuna oil
Lunch,20.0,30.0,305.9,19.8,0.0,30.9,14.0,12.4,"['lentils', 'beans', 'oil', 'carrots', 'salt', 'red', 'tomatoes', 'olives', 'basil']",lentils beans oil carrots salt red tomatoes olives basil,lentil bean oil carrot salt red tomato olive basil
Lunch,5.0,0.0,300.0,12.1,0.04,24.1,6.2,19.9,"['hamburger', 'mustard', 'lettuce']",hamburger mustard lettuce,hamburger mustard lettuce
Lunch,15.0,10.0,310.2,21.3,0.016,23.5,2.5,10.6,"['cheese', 'red', 'bread']",cheese red bread,cheese red bread
Lunch,5.0,30.0,240.5,15.9,0.057,9.8,1.0,14.1,"['garlic', 'sugar', 'salt', 'chili', 'mustard', 'beef', 'vinegar']",garlic sugar salt chili mustard beef vinegar,garlic sugar salt chili mustard beef vinegar
Lunch,5.0,94.0,90.5,1.3,0.001,17.4,0.8,2.3,"['oil', 'sugar', 'salt', 'cornmeal', 'buttermilk', 'molasses', 'soda', 'oats', 'flour']",oil sugar salt cornmeal buttermilk molasses soda oats flour,oil sugar salt cornmeal buttermilk molasses soda oat flour
Lunch,15.0,0.0,256.8,5.6,0.038,35.5,2.5,18.9,"['dressing', 'pepper', 'salt', 'orange', 'chicken', 'orzo']",dressing pepper salt orange chicken orzo,dressing pepper salt orange chicken orzo
Lunch,5.0,5.0,189.9,2.7,0.039,19.5,2.0,21.1,"['wheat', 'breast', 'sauce']",wheat breast sauce,wheat breast sauce
Lunch,30.0,60.0,65.2,5.9,0.013999999999999999,0.1,0.0,2.7,"['salt', 'clove', 'oil', 'tomatoes']",salt clove oil tomatoes,salt clove oil tomato
Lunch,0.0,0.0,333.9,26.9,0.11699999999999999,6.2,2.0,19.4,"['milk', 'cheese', 'flour']",milk cheese flour,milk cheese flour
Lunch,5.0,20.0,127.6,1.6,0.035,15.6,2.0,13.4,"['curry', 'masala', 'fat', 'breast', 'apples', 'raisins']",curry masala fat breast apples raisins,curry masala fat breast apple raisin
Lunch,0.0,0.0,50.4,1.4,0.0,8.8,3.8,2.7,"['oil', 'salt', 'mustard', 'florets', 'cauliflower']",oil salt mustard florets cauliflower,oil salt mustard floret cauliflower
Lunch,10.0,20.0,223.1,8.3,0.0,7.2,0.9,10.6,"['crust', 'cheese', 'leaves', 'bacon']",crust cheese leaves bacon,crust cheese leaf bacon
Lunch,15.0,30.0,205.8,1.6,0.062,18.8,3.3,29.7,"['fat', 'turkey', 'carrots', 'peas', 'chicken', 'celery', 'flour']",fat turkey carrots peas chicken celery flour,fat turkey carrot pea chicken celery flour
Lunch,20.0,60.0,49.4,0.4,0.0,11.3,2.6,1.7,"['eggplant', 'carrots', 'leeks', 'onions', 'red', 'mushrooms']",eggplant carrots leeks onions red mushrooms,eggplant carrot leek onion red mushroom
Lunch,0.0,3.0,249.2,17.6,0.0,23.5,3.0,1.9,"['oil', 'sugar', 'cabbage', 'salt', 'vinegar']",oil sugar cabbage salt vinegar,oil sugar cabbage salt vinegar
Lunch,5.0,0.0,254.1,11.2,0.038,11.5,1.5,28.3,"['water', 'grapes', 'any']",water grapes any,water grape any
Lunch,0.0,0.0,75.8,0.5,0.0,14.8,5.8,5.0,[],,
Lunch,0.0,0.0,134.1,7.4,0.024,7.2,1.3,10.3,"['fat', 'chicken', 'pecans', 'breast', 'red', 'celery']",fat chicken pecans breast red celery,fat chicken pecan breast red celery
Lunch,15.0,80.0,162.9,6.4,0.06,11.2,1.5,18.8,"['pepper', 'garlic', 'turkey', 'salt', 'sauce', 'thyme', 'onions', 'ketchup', 'oats', 'broth']",pepper garlic turkey salt sauce thyme onions ketchup oats broth,pepper garlic turkey salt sauce thyme onion ketchup oat broth
Lunch,5.0,0.0,457.4,27.0,0.016,45.4,11.5,14.4,"['bread', 'avocado', 'red', 'bacon']",bread avocado red bacon,bread avocado red bacon
Lunch,10.0,0.0,139.8,6.8,0.033,6.7,0.9,14.8,"['parsley', 'salt', 'black', 'breast', 'red', 'celery', 'walnuts', 'cream']",parsley salt black breast red celery walnuts cream,parsley salt black breast red celery walnut cream
Lunch,5.0,5.0,204.2,15.8,0.004,7.4,2.0,11.7,"['bread', 'pepper', 'sprouts', 'tofu', 'lettuce']",bread pepper sprouts tofu lettuce,bread pepper sprout tofu lettuce
Lunch,15.0,35.0,174.4,11.1,0.11599999999999999,10.4,0.4,8.0,"['spinach', 'ricotta', 'eggs', 'rice', 'milk', 'bacon']",spinach ricotta eggs rice milk bacon,spinach ricotta egg rice milk bacon
